course_dept,course_id,course_title,course_num
BUS,138,International Financial Management,418
BUS,139,Advanced Derivative Securities,419
BUS,140,Advanced Accounting,420
BUS,141,Accounting Theory,421
BUS,142,Advanced Managerial Accounting,424
BUS,143,Auditing and Assurance: Concepts and Methods,426
BUS,144,Cross-Cultural Management,430
BUS,145,Foreign Market Entry,434
BUS,146,Decision Analysis in Business,437
BUS,147,Customer Analytics,445
BUS,148,Ethical Issues in Marketing,449
BUS,149,Sustainable Innovation,453
BUS,150,Business Analytics,462
BUS,151,Business Data Management,464
BUS,152,Web-Enabled Business,466
BUS,153,Managing Information Technology for Business Value,468
BUS,154,Operations Management,473
BUS,155,Supply Chain Management,474
BUS,156,"Business of Design IV - Promotion, Packaging and Launch - Launching a Design-Led Business",476
BUS,157,Startup Experience,477
BUS,158,Strategy,478
BUS,159,Strategy Analysis Practicum,479
BUS,160,Recruitment and Selection,481
BUS,161,Negotiations and Conflict Management,485
BUS,162,Selected Topics in Business Administration,492
BUS,163,Selected Topics in Business Administration,493
BUS,164,Selected Topics in Business Administration,494
BUS,165,Selected Topics in Business Administration,495
BUS,166,STT-International Corporate Finance: A China Focus,497
BUS,167,Directed Studies,498
BUS,168,Financial and Managerial Accounting,510
BUS,169,Business Ethics,511
BUS,170,Managerial Economics,552
BUS,171,Business Analytics,553
BUS,172,Managerial Finance,555
BUS,173,Managing People and Organizations,557
BUS,174,Special Topics,561
BUS,175,Project Management,570
BUS,176,Marketing,615
BUS,177,Information Technology and Organizational Transformation,621
BUS,178,Operations Management,632
BUS,179,Topics in Sustainability,633
BUS,180,International Competitive Strategy,642
BUS,181,Applied Project,696
BUS,182,Entrepreneurship,714
BUS,183,Operations Management,715
BUS,184,Sustainability,716
BUS,185,Business Strategy,718
BUS,186,Special Topics in Business Administration,720
BUS,187,International Applied Project,725
BUS,188,MBA Internship,727
BUS,189,Capstone Simulation,729
BUS,190,Business and Indigenous Communities,730
BUS,191,Negotiations,733
BUS,192,Operations Management,738
BUS,193,Managing Information,739
BUS,194,Managing Across Cultures,740
BUS,195,Business and Indigenous Peoples,741
BUS,196,Topics in International Business,755
BUS,197,Business Operations Design,758
BUS,198,Capstone Simulation,782
BUS,199,Entrepreneurship,783
BUS,200,Special Topics,784
BUS,201,Leadership and Managing Teams,794
BUS,202,Financing the New Venture,795
BUS,203,Business Plan II,797
BUS,204,Financial Economics II,805
BUS,205,Strategic Asset Allocation,816
BUS,206,Financial Statement Analysis,825
BUS,207,Foundations of Business Systems and Data,830
BUS,208,Analyzing and Visualizing Accounting Data,831
BUS,209,Data Analytics for Auditing Practice,832
BUS,210,"Collaboration, Teaming, and Agile Methods",838
BUS,211,Data Mining and Business Intelligence,840
BUS,212,Predictive Analytics for Accounting,841
BUS,213,Advanced Analytical Auditing,842
BUS,214,Fraudulent Financial Reporting,844
BUS,215,Numerical Methods,857
BUS,216,Credit Risk Management,864
BUS,217,Student Investment Advisory Service Practicum,880
CA,218,Music Fundamentals,104
CA,219,Introduction to Cinema,135
CA,220,Music after 1900,140
CA,221,21st Century Music Appreciation,142
CA,222,Methods and Concepts: Selected Topics,269
CA,223,Interdisciplinary Studio - Composition/Collaboration,285
CA,224,Explorations in Contemporary Arts I,305
CA,225,Internship in Contemporary Arts I,306
CA,226,Contemporary Arts Field School I (Theory/History),308
CA,227,Contemporary Arts Field School II (Studio),309
CA,228,Methods and Concepts: Selected Topics,369
CA,229,Film Music: An Overview of the Relationship between Music and Moving Pictures,386
CA,230,Directed Studies (Studio),400
CA,231,Directed Studies (Theory/History),401
CA,232,Explorations in Contemporary Arts II,405
CA,233,Internship in Contemporary Arts II,406
CA,234,Contemporary Arts Field School III (Theory/History),408
CA,235,Contemporary Arts Field School IV (Studio),409
CA,236,Advanced Seminar in Art and Culture Studies,412W
CA,237,Contemporary Dance VIII: Choreography Lab,421
CA,238,Interdisciplinary Project in Contemporary Arts,489
CA,239,Practicum in Contemporary Arts,827
CA,240,Extended Essays in Contemporary Arts,829
CA,241,Selected Topics in Fine and Performing Arts,877
CA,242,Directed Study in Fine and Performing Arts,889
CA,243,Master of Fine Arts Graduating Project,898
CHEM,244,Introductory Chemistry,110
CHEM,245,General Chemistry I,120
CHEM,246,General Chemistry and Laboratory I,121
CHEM,247,General Chemistry II,122
CHEM,248,General Chemistry Laboratory II,126
CHEM,249,Introduction to Analytical Chemistry,215
CHEM,250,Inorganic Chemistry,230
CHEM,251,Inorganic Chemistry Laboratory,236W
CHEM,252,Organic Chemistry I,281
CHEM,253,Organic Chemistry II,282
CHEM,254,Organic Chemistry IIb,283
CHEM,255,Organic Chemistry IIb,284
CHEM,256,Organic Chemistry Laboratory II,286
CHEM,257,Practicum I,306
CHEM,258,Practicum II,307
CHEM,259,Chemical and Instrumental Methods of Identification of Organic Compounds,380
CHEM,260,Practicum III,406
CHEM,261,Practicum IV,407
CHEM,262,Practicum V,408
CHEM,263,Undergraduate Research,481
CHEM,264,Directed Study in Advanced Topics of Chemistry,482
CHEM,265,Undergraduate Research II,483
CHEM,266,Two-Semester Undergraduate Research in Chemistry,484
CHEM,267,MSc Thesis,898
CHEM,268,PhD Thesis,899
CHIN,269,Mandarin Chinese I,100
CHIN,270,STT - Introduction to Mandarin Chinese and Society II,112
CMNS,271,Introduction to Communication Studies,110
CMNS,272,Communication and Social Change,130
CMNS,273,Empirical Communication Research Methods,201W
CMNS,274,Design and Method in Qualitative Communication Research,202
CMNS,275,Media and Popular Cultures,221
CMNS,276,Advertising as Social Communication,223W
CMNS,277,The Political Economy of Communication,240
CMNS,278,Introduction to Information Technology: The New Media,253W
CMNS,279,Communication in Everyday Life,304W
CMNS,280,Cultural Production of Popular Music,321
CMNS,281,Cultural Dimensions in Advertising,323W
CMNS,282,"Environment, Media and Communication",349
CMNS,283,Topics in Technology and Society,353
CMNS,284,Technologies of Gender and Sexuality,355
CMNS,285,Evaluation Methods for Applied Communication Research,362
CMNS,286,Communication Practicum I,395
CMNS,287,Communication Practicum II,396
CMNS,288,Communication Network Project Group,408
CMNS,289,Globalization: Cultural Issues,423
CMNS,290,Media Analysis Project Group,428
CMNS,291,Media and Popular Culture in China,445
CMNS,292,International Communication Project Group,448
CMNS,293,Race and the Media,452
CMNS,294,Issues in the Information Society,453
CMNS,295,Women and New Information Technologies,455W
CMNS,296,Information Technology Project Group,458
CMNS,297,Seminar in Dialogue and Public Issues,460
CMNS,298,Field Placement in Dialogue,461
CMNS,299,Directed Study,479
CMNS,300,Directed Study,480
CMNS,301,Directed Study,481
CMNS,302,Directed Study,482
CMNS,303,Directed Study,483
CMNS,304,Field Placement in Communication,489
CMNS,305,Communication Practicum III,494
CMNS,306,Communication Practicum IV,495
CMNS,307,Communication Practicum V,496
CMNS,308,Honours Research Proposal,497
CMNS,309,Honours Research Project,498
CMNS,310,Communication MA Dual Degree  Year at  CUC,8DD
CMNS,311,Directed Readings and Research,850
CMNS,312,Directed Studies,851
CMNS,313,Selected Topics in Communication Studies,857
CMNS,314,Graduate Colloquium in Global Communication,860
CMNS,315,Directed Readings and Research,880
CMNS,316,Research Practicum,881
CMNS,317,Research Field Work,882
CMNS,318,Co-op I,891
CMNS,319,Co-op II,892
CMNS,320,MA Project,893
CMNS,321,MA Extended Essay,894
CMNS,322,Comprehensive Examination,895
CMNS,323,MA Extended Essays,896
CMNS,324,MA Project,897
CMNS,325,MA Thesis,898
CMNS,326,PhD Thesis,899
CMPT,327,Introduction to Computing Science and Programming I,120
CMPT,328,Introduction to Computing Science and Programming II,125
CMPT,329,Computing Laboratory,127
CMPT,330,Introduction to the Internet and the World Wide Web,165
CMPT,331,Data Structures and Programming,225
CMPT,332,Introduction to Software Engineering,276
CMPT,333,Operating Systems I,300
CMPT,334,Data Structures and Algorithms,307
CMPT,335,Artificial Intelligence Survey,310
CMPT,336,Social Implications - Computerized Society,320
CMPT,337,Computational Data Science,353
CMPT,338,Database Systems I,354
CMPT,339,User Interface Design,363
CMPT,340,Multimedia Systems,365
CMPT,341,Data Communications and Networking,371
CMPT,342,Technical Writing and Group Dynamics,376W
CMPT,343,Principles of Compiler Design,379
CMPT,344,Comparative Programming Languages,383
CMPT,345,Special Topics in Theoretical Computing Science,409
CMPT,346,Special Topics in Artificial Intelligence,419
CMPT,347,Practicum I,426
CMPT,348,Practicum II,427
CMPT,349,Practicum III,428
CMPT,350,Practicum IV,429
CMPT,351,Practicum V,430
CMPT,352,Database Systems II,454
CMPT,353,Web-based Information Systems,470
CMPT,354,Networking II,471
CMPT,355,Requirements Engineering,475
CMPT,356,Industrial Internship,631
CMPT,357,Directed Reading,894
CMPT,358,Master Program Extended Essay,895
CMPT,359,MSc Course Option Portfolio,896
CMPT,360,MSc Project,897
CMPT,361,MSc Thesis,898
CMPT,362,PhD Thesis,899
CMPT,363,Special Topics in Artificial Intelligence,983
COGS,364,Exploring the Mind,100
COGS,365,Learning in Everyday Life: The Art and Science of Hacking your Brain,110
CRIM,366,Introduction to Criminology,101
CRIM,367,Psychological Explanations of Criminal and Deviant Behavior,103
CRIM,368,Introduction to the Criminal Justice System - A Total System Approach,131
CRIM,369,Introduction to Canadian Law and Legal Institutions: A Criminal Justice Perspective,135
CRIM,370,Research Methods in Criminology,220
CRIM,371,Criminal Law,230
CRIM,372,Introduction to Policing,251
CRIM,373,Current Theories and Perspectives in Criminology,300W
CRIM,374,"Sex, Work, and the Law",317
CRIM,375,Quantitative Research Methods in Criminology,320
CRIM,376,Qualitative Research Methods in Criminology,321
CRIM,377,Criminal Procedure and Evidence,330
CRIM,378,Sociology of Law,332
CRIM,379,Human Rights and Civil Liberties,335
CRIM,380,Correctional Practice,343
CRIM,381,The Forensic Sciences,355
CRIM,382,Directed Readings,370
CRIM,383,Introduction to Cybercrime,380
CRIM,384,Biological Explanations of Crime,402
CRIM,385,Current Issues in Criminology and Criminal Justice,416
CRIM,386,Community Policing,458
CRIM,387,Street Gang Patterns and Policies,464
CRIM,388,Directed Studies,470
CRIM,389,Professional Development - Criminal Justice Practice,485
CRIM,390,Field Placement - Agency - Part Time,486
CRIM,391,Field Placement - Agency - Full Time,487
CRIM,392,Field Placement - Academic - Part Time,488
CRIM,393,Field Placement - Academic - Full Time,489
CRIM,394,Fundamentals of Security Risk Management,720
CRIM,395,Cybersecurity,742
CRIM,396,Research Methods V: Advanced Qualitative Methods,864
CRIM,397,Directed Readings,870
CRIM,398,Comprehensive Exam,897
CRIM,399,MA Thesis,898
CRIM,400,PhD Thesis,899
DIAL,401,Semester: Dialogue,390W
DIAL,402,Semester: Seminar,391W
DIAL,403,Semester: Final Project,392W
DIAL,404,Seminar in Dialogue and Public Issues,460
DIAL,405,Field Placement in Dialogue,461
DMED,406,The Visual Story,501
DMED,407,Projects III,522
DMED,408,Special Topics in Digital Media,540
DMED,409,Directed Studies in Digital Media,550
EASC,410,Dynamic Earth,101
EASC,411,The Rise and Fall of the Dinosaurs,103
EASC,412,Geohazards - Earth in Turmoil,104
EASC,413,Economic Geological Resources,107
EASC,414,Field Geology III,308
EASC,415,Directed Readings,711
EASC,416,MSc Thesis Proposal,810
EASC,417,MSc Thesis,898
EASC,418,PhD Candidacy Examination,910
EASC,419,PhD Thesis,998
ECO,420,Ecological Restoration,600
ECON,421,Principles of Microeconomics,103
ECON,422,Principles of Macroeconomics,105
ECON,423,Microeconomic Theory I: Competitive Behavior,201
ECON,424,Communication in Economics,220W
ECON,425,Environmental Economics,260
ECON,426,Selected Topics in Economics,282
ECON,427,Microeconomic Theory II: Strategic Behavior,302
ECON,428,Intermediate Macroeconomic Theory,305
ECON,429,Money and Banking,310
ECON,430,Industrial Organization,325
ECON,431,Statistical Analysis of Economic Data,333
ECON,432,International Trade,342
ECON,433,International Finance,345
ECON,434,Economic Development,355W
ECON,435,Selected Topics in Economics,383
ECON,436,Public Economics: Role of Government,392
ECON,437,Directed Studies,398
ECON,438,Seminar in Economic Development,455W
ECON,439,Seminar in Environmental Economics,460
ECON,440,Seminar in Health Economics,470
ECON,441,Selected Topics in Economics,483
ECON,442,Selected Topics in Economics,484
ECON,443,Seminar in Public Economics,492
ECON,444,Directed Studies,498
ECON,445,Co-op I,750
ECON,446,Co-op II,751
ECON,447,Co-op III,752
ECON,448,Advanced Monetary Theory,811
ECON,449,Theories of Economic Development,855
ECON,450,MA Research Paper,899
ECON,451,PhD Field Paper,900
ECON,452,Selected Topics in Economics,911
ECON,453,Directed Readings,921
ECON,454,Comprehensive Examination in Microeconomic Theory,985
ECON,455,Comprehensive Examination in Macroeconomic Theory,986
ECON,456,Field Comprehensive Examination,987
ECON,457,PhD Thesis,990
EDPR,458,Special Topics,503
EDPR,459,Special Topics,506
EDPR,460,Special Topics,510
EDPR,461,Special Topics,516
EDPR,462,Special Topics,521
EDPR,463,Special Topics,525
EDPR,464,Special Topics,526
EDPR,465,Special Topics,527
EDPR,466,Special Topics,528
EDPR,467,Special Topics,533
EDPR,468,Special Topics,535
EDPR,469,Special Topics,536
EDPR,470,Advanced Field Studies in Educational Practice I,561
EDPR,471,Advanced Field Studies in Educational Practice I,562
EDPR,472,Advanced Field Studies in Educational Practice I,563
EDPR,473,Advanced Field Studies in Collaborative Inquiry I,581
EDPR,474,Advanced Field Studies in Collaborative Inquiry I,582
EDPR,475,Advanced Field Studies in Collaborative Inquiry I,583
EDPR,476,Advanced Field Studies in Collaborative Inquiry I,584
EDPR,477,Advanced Field Studies in Collaborative Inquiry I,585
EDPR,478,Advanced Field Studies in Collaborative Inquiry I,586
EDPR,479,Études de terrain avancées en approche par l'enquête collaborative I,588
EDPR,480,Advanced Field Studies in Collaborative Inquiry II,592
EDUC,481,Selected Questions and Issues in Education,100W
EDUC,482,Foundations of Personal Agency: Finding Voice and Place in Academia,199
EDUC,483,Mathematical Experience II: Shape and Space,212
EDUC,484,Introduction to Educational Psychology,220
EDUC,485,Introduction to Philosophy of Education,230
EDUC,486,Studies in the History of Education in the Western World,250
EDUC,487,Introduction to Reflective Practice,252
EDUC,488,"Foundations in Aboriginal Education, Language, and Culture",311
EDUC,489,Numeracy and Society,313
EDUC,490,Individual and Developmental Differences in Language Acquisition,315
EDUC,491,The Social Lives of School Children,322
EDUC,492,Introduction to Counselling Theories,323
EDUC,493,Foundations of Multicultural Counselling,324
EDUC,494,Assessment for Classroom Teaching,325
EDUC,495,Creating Positive Learning Communities,326
EDUC,496,Career Education and Career Counselling,328
EDUC,497,Movement Language Elements for Dance in Education,330
EDUC,498,"Literacy, Education and Culture",341
EDUC,499,Building on Reflective Practice,352W
EDUC,500,Introduction to Outdoor Education,359
EDUC,501,International and Intercultural Education,370
EDUC,502,School Health Education,371W
EDUC,503,Struggle with Mathematics: Sources and Recovery,375
EDUC,504,Introduction to Educational Leadership,376
EDUC,505,"Diversity in Education: Theories, Policies, Practices",382
EDUC,506,Special Topics,383
EDUC,507,Special Topics,391
EDUC,508,Introduction to Classroom Teaching,401W
EDUC,509,Coursework Semester,404
EDUC,510,Investigations in Mathematics for Secondary Teachers,411
EDUC,511,Designs for Learning: Secondary Language Arts,412W
EDUC,512,Designs for Learning: Secondary Social Studies,414
EDUC,513,Designs for Learning: Secondary Mathematics,415
EDUC,514,Designs for Learning: Secondary Science,416
EDUC,515,Learning Disabilities,422
EDUC,516,Helping Relationships,423
EDUC,517,Learning Disabilities: Laboratory,424
EDUC,518,Teaching Children and Youth with Special Needs,426
EDUC,519,Nature and Nurture of Gifted Students,428W
EDUC,520,Designs for Learning: Dance,430
EDUC,521,Ethical Issues in Education,437
EDUC,522,"Teaching about Justice, Law and Citizenship",448
EDUC,523,Environmental Education,452
EDUC,524,Quantitative Approaches to Environmental Education,454
EDUC,525,Drama and Education,457
EDUC,526,Instructional Activities in Physical Education,459
EDUC,527,Early Childhood Education,464
EDUC,528,Children's Literature,465
EDUC,529,Early Childhood Education: Curriculum and Instruction,466
EDUC,530,Curriculum and Instruction in Teaching English as an Additional Language,467
EDUC,531,Curriculum Development: Theory and Practice,471
EDUC,532,Designs for Learning: Elementary Language Arts,472
EDUC,533,Designs for Learning: Reading,473W
EDUC,534,Designs for Learning: Elementary Social Studies,474
EDUC,535,Designs for Learning: Elementary Mathematics,475
EDUC,536,Designs for Learning: Elementary Science,476
EDUC,537,Designs for Learning: Art,477
EDUC,538,Designs for Learning: Music,478
EDUC,539,Designs for Learning: French as a Second Language,480
EDUC,540,Designs for Learning: French Immersion Programs and Francophone Schools,481
EDUC,541,Designs for Learning: Information Technology,482
EDUC,542,Directed Readings,702
EDUC,543,Directed Readings,703
EDUC,544,Directed Readings,704
EDUC,545,Directed Readings,705
EDUC,546,Landscapes of Practitioner Inquiry,718
EDUC,547,Issues in Pre-Service Teacher Education,740
EDUC,548,Selected Problems in Higher Education,806
EDUC,549,Methods of Inquiry in Educational Psychology,810
EDUC,550,Fieldwork I,811
EDUC,551,Organizational Theory and Analyses,813
EDUC,552,Developing Educational Programs and Practices for Diverse Educational Settings,816
EDUC,553,Policy Processes,817
EDUC,554,Current Issues in Curriculum and Pedagogy,820
EDUC,555,Evaluation of Educational Programs,822
EDUC,556,Implementation of Educational Programs,830
EDUC,557,Learning Mathematics with Computers,845
EDUC,558,Study of Learning Environments,861
EDUC,559,Research Designs in Education,864
EDUC,560,Advanced Qualitative Research in Education,867
EDUC,561,Music Education as Thinking in Sound,869
EDUC,562,Family Counselling,871
EDUC,563,Career Counselling,873
EDUC,564,Contemporary School Counselling,877
EDUC,565,Group Counselling,878
EDUC,566,Lev Vygotsky's Theories in Education,879
EDUC,567,Project,881
EDUC,568,MEd Comprehensive Examination,883
EDUC,569,MEd Extended Essays,885
EDUC,570,MA Thesis,886
EDUC,571,Learning Design in Technology-Mediated Environments,891
EDUC,572,Master's Thesis,898
EDUC,573,Doctoral Thesis,899
EDUC,574,Fieldwork III,904
EDUC,575,Directed Readings,910
EDUC,576,Critical and Sociocultural Approaches to Educational Research,923
EDUC,577,Doctoral Seminar B,928
EDUC,578,Learning Design Development Workshop,934
EDUC,579,Learning Design Demonstration of Mastery,935
EDUC,580,Doctoral Comprehensive Examination,983
EDUC,581,Qualifying Examination,984
ENGL,582,Literature Now,112W
ENGL,583,Language and Purpose,114W
ENGL,584,Writing to Persuade,199W
ENGL,585,Early Modern Literature,203
ENGL,586,Restoration and Eighteenth Century Literature,205
ENGL,587,Nineteenth Century Literatures in English,206
ENGL,588,Creative Reading,272
ENGL,589,Early Shakespeare,311
ENGL,590,Studies in Canadian Literature before 1920,354
ENGL,591,Popular Writing by Indigenous Authors,360
ENGL,592,Special Studies,376
ENGL,593,Field School I,377
ENGL,594,Field School II,378
ENGL,595,Major Authors for Non-Majors,398
ENGL,596,Topics in Early English Drama,407W
ENGL,597,Topics in the Romantic Period,427W
ENGL,598,Directed Studies A,441
ENGL,599,Directed Studies B,442
ENGL,600,"Topics in Media, Culture and Performance",484W
ENGL,601,"Topics in Gender, Sexuality and Literature",486W
ENGL,602,Honors Graduating Essay,496
ENGL,603,Studies in Eighteenth-Century Literature,832
ENGL,604,Studies in Nineteenth-Century Literature,833
ENGL,605,Studies in Twentieth-Century Literature,834
ENGL,606,Pro-seminar I,880
ENSC,607,Optional Job Practicum,194
ENSC,608,Industrial Internship I,195
ENSC,609,Special Internship I,196
ENSC,610,Electric Circuits I,220
ENSC,611,Microelectronics I,225
ENSC,612,Software Design and Analysis for Engineers,251
ENSC,613,Fundamentals of Digital Logic & Design,252
ENSC,614,Introduction to Computer Organization,254
ENSC,615,Engineering Measurement and Data Analysis,280
ENSC,616,Industrial Internship II,295
ENSC,617,Special Internship II,296
ENSC,618,Electric Circuits II,320
ENSC,619,Industrial Internship III,395
ENSC,620,Special Internship III,396
ENSC,621,Directed Studies in Engineering Science,400
ENSC,622,Directed Studies in Engineering Science,402
ENSC,623,"Capstone A: Project Design, Management, and Documentation",405W
ENSC,624,"Engineering Ethics, Law, and Professional Practice",406
ENSC,625,Electronic System Design,425
ENSC,626,High Frequency Electronics,426
ENSC,627,Digital Signal Processing,429
ENSC,628,Capstone B: Engineering Design Project,440
ENSC,629,Optical and Laser Engineering Applications,470
ENSC,630,Biophotonics and Microscopy Techniques,476
ENSC,631,Introduction to Decision Making in Engineering,482
ENSC,632,Special Project Laboratory,491
ENSC,633,Special Project Laboratory,492
ENSC,634,Special Project Laboratory,493
ENSC,635,Special Project Laboratory,494
ENSC,636,Engineering Science Thesis Proposal,498
ENSC,637,Engineering Science Undergraduate Thesis,499
ENSC,638,Graduate Co-op I,701
ENSC,639,Graduate Co-op II,702
ENSC,640,Graduate Co-op III,703
ENSC,641,Industrial Internship,704
ENSC,642,Writing for Publication,803
ENSC,643,Engineering Management for Development Projects,820
ENSC,644,Advanced Multimedia Compression,861
ENSC,645,MEng Course Option Portfolio,870
ENSC,646,PhD Qualifying Examination,880
ENSC,647,Directed Studies I,891
ENSC,648,Directed Studies II,892
ENSC,649,Special Topics I,893
ENSC,650,Special Topics II,894
ENSC,651,Special Topics III,895
ENSC,652,MEng Project (Completion),896
ENSC,653,MEng Project,897
ENSC,654,MASc Thesis,898
ENSC,655,PhD Thesis,899
ENV,656,Environment Practicum I,302
ENV,657,Environment Practicum II,303
ENV,658,Ethics and the Environment,320W
ENV,659,Environment Practicum III,402
ENV,660,Environment Practicum IV,403
ENV,661,Environment Practicum V,404
EVSC,662,Introduction to Environmental Science,100
EVSC,663,Practicum I,380
EVSC,664,Practicum II,381
EVSC,665,Directed Study in Environmental Science,391
EVSC,666,Practicum III,480
EVSC,667,Practicum IV,481
EVSC,668,Practicum V,482
EVSC,669,Environmental Science Thesis,490W
EVSC,670,Directed Study in Environmental Science,491
FAL,671,Foundations of Academic Literacy,X99
FAN,672,Foundations of Analytical and Quantitative Reasoning,X99
FASS,673,STT-Writing Right: Strategies for Effective Revision,200
FASS,674,FASS Co-op Practicum I,201
FASS,675,STT-Social Media for Work and Play,202
FASS,676,STT-The Art of Debate: Constructive Adversarialism in Theory and Practice,203
FASS,677,STT-Communicating in Conflict and Negotiation: An Introduction to the Essential Skills,204
FASS,678,STT-Finding Voice: Public Speaking for Social Change,205
FASS,679,STT-Creating Effective Teams,206
FASS,680,"STT-Cultural Humility: Understanding Diversity, Equity, and Inclusion",207
FASS,681,STT-Introduction to Personal Financial Planning for Students,208
FASS,682,STT-Write-minded: Writing with a Public Audience in Mind,209
FASS,683,FASS Co-op Practicum II,301
FASS,684,FASS Co-op Practicum III,302
FASS,685,FASS Co-op Practicum IV,401
FASS,686,FASS Co-op Practicum V,402
